normalized_name,metabolite_name,hmdb_id,smiles,average_molecular_weight,monoisotopic_molecular_weight,srm1950_instrument_type,srm1950_classification,srm1950_reference,source_srm1950_db,nist_srm1950,serum_evidence,hmdb_biofluid,endogenous_hint
dg(18:2_18:2),DG(18:2_18:2),HMDB0007248,[H][C@](CO)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,616.9542,616.506675300,DI-MS/MS,Lineolic acids and derivatives,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
dg(18:2_18:3),DG(18:2_18:3),HMDB0007249,[H][C@](CO)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC,614.9383,614.491025200,DI-MS/MS,Lineolic acids and derivatives,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
dg(18:2_20:4),DG(18:2_20:4),HMDB0341550,[H]\C(CCCCC)=C(\[H])C\C([H])=C(/[H])CCCCCCCC(=O)OC[C@]([H])(CO)OC(=O)CCC\C([H])=C(/[H])C\C([H])=C(/[H])C\C([H])=C(/[H])C\C([H])=C(/[H])CCCCC,640.9900,640.506675300,DI-MS/MS,Diradylglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
dg(18:3_20:2),DG(18:3_20:2),HMDB0341551,[H]\C(CCCCC)=C(\[H])C\C([H])=C(/[H])CCCCCCCCCC(=O)O[C@@]([H])(CO)COC(=O)CCCC\C([H])=C(/[H])C\C([H])=C(/[H])C\C([H])=C(/[H])CCCCC,643.0060,642.522325400,DI-MS/MS,Diradylglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(14:0_32:2),TG(14:0_32:2),HMDB0042076,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCC,775.2530,774.673740600,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(14:0_34:0),TG(14:0_34:0),HMDB0042065,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,807.3390,806.736340900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(14:0_34:1),TG(14:0_34:1),HMDB0042072,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCC,805.3230,804.720690800,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(14:0_34:2),TG(14:0_34:2),HMDB0042078,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCC,803.3070,802.705040700,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(14:0_34:3),TG(14:0_34:3),HMDB0042073,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCC,801.2910,800.689390700,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(14:0_35:1),TG(14:0_35:1),HMDB0042102,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCC,819.3500,818.736340900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(14:0_35:2),TG(14:0_35:2),HMDB0042108,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCC,817.3340,816.720690800,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(14:0_36:1),TG(14:0_36:1),HMDB0042074,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCC,833.3770,832.751990900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(14:0_36:2),TG(14:0_36:2),HMDB0042081,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCC,831.3610,830.736340900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(14:0_36:3),TG(14:0_36:3),HMDB0042133,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,829.3450,828.720690800,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(14:0_36:4),TG(14:0_36:4),HMDB0042082,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCC,827.3290,826.705040700,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(14:0_38:4),TG(14:0_38:4),HMDB0042142,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC,855.3830,854.736340900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(14:0_38:5),TG(14:0_38:5),HMDB0042143,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC,853.3670,852.720690800,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_28:1),TG(16:0_28:1),HMDB0043834,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCCCCCCCCCCC,749.2150,748.658090600,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_28:2),TG(16:0_28:2),HMDB0044030,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCCCCC\C=C/CCCC,747.1990,746.642440500,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_30:2),TG(16:0_30:2),HMDB0044031,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCC,775.2530,774.673740600,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_32:0),TG(16:0_32:0),HMDB0005356,[H]C(COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,807.3202,806.736340900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_32:1),TG(16:0_32:1),HMDB0005359,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC,805.3230,804.720690800,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_32:2),TG(16:0_32:2),HMDB0005376,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,803.3070,802.705040700,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_32:3),TG(16:0_32:3),HMDB0043843,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCC,801.2910,800.689390700,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_33:1),TG(16:0_33:1),HMDB0043864,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCC,819.3500,818.736340900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_33:2),TG(16:0_33:2),HMDB0043870,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCC,817.3340,816.720690800,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_34:0),TG(16:0_34:0),HMDB0005357,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,835.3930,834.767641000,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_34:1),TG(16:0_34:1),HMDB0005360,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,833.3770,832.751990900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_34:2),TG(16:0_34:2),HMDB0005362,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC,831.3610,830.736340900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_34:3),TG(16:0_34:3),HMDB0005379,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,829.3450,828.720690800,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_34:4),TG(16:0_34:4),HMDB0043846,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCC,827.3290,826.705040700,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_35:1),TG(16:0_35:1),HMDB0043866,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCC,847.4040,846.767641000,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_35:2),TG(16:0_35:2),HMDB0043872,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCC,845.3880,844.751990900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_35:3),TG(16:0_35:3),HMDB0043867,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCC,843.3720,842.736340900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_36:2),TG(16:0_36:2),HMDB0005369,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,859.4150,858.767641000,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_36:3),TG(16:0_36:3),HMDB0005384,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,857.3990,856.751990900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_36:4),TG(16:0_36:4),HMDB0005363,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC,855.3830,854.736340900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_36:5),TG(16:0_36:5),HMDB0005380,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,853.3670,852.720690800,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_36:6),TG(16:0_36:6),HMDB0043855,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCC,851.3510,850.705040700,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_37:3),TG(16:0_37:3),HMDB0050323,[H][C@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCC,871.4260,870.767641000,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_38:1),TG(16:0_38:1),HMDB0005368,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,889.4850,888.814591200,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_38:2),TG(16:0_38:2),HMDB0005383,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,887.4690,886.798941100,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_38:3),TG(16:0_38:3),HMDB0005389,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,885.4530,884.783291100,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_38:4),TG(16:0_38:4),HMDB0005370,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,883.4370,882.767641000,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_38:5),TG(16:0_38:5),HMDB0005385,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,881.4210,880.751990900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_38:6),TG(16:0_38:6),HMDB0005391,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,879.4050,878.736340900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_38:7),TG(16:0_38:7),HMDB0044079,[H]C(CC)=C([H])C\C([H])=C(\[H])CC([H])=C([H])C\C([H])=C(\[H])C\C([H])=C(\[H])C\C([H])=C(\[H])CCC(=O)OC[C@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C([H])=C(\[H])CCCCCC,877.3890,876.720690800,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_40:6),TG(16:0_40:6),HMDB0043939,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCCCCCC,907.4590,906.767641000,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_40:7),TG(16:0_40:7),HMDB0044107,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCC\C=C/CCCCCC,905.4430,904.751990900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:0_40:8),TG(16:0_40:8),HMDB0005392,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,903.4270,902.736340900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:1_28:0),TG(16:1_28:0),HMDB0042069,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCC,749.2150,748.658090600,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:1_30:1),TG(16:1_30:1),HMDB0042076,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCC,775.2530,774.673740600,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:1_32:0),TG(16:1_32:0),HMDB0044726,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCCCCCCCCCCCCC,805.3230,804.720690800,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:1_32:1),TG(16:1_32:1),HMDB0005376,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,803.3070,802.705040700,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:1_32:2),TG(16:1_32:2),HMDB0042543,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC,801.2910,800.689390700,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:1_33:1),TG(16:1_33:1),HMDB0042976,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCC,817.3340,816.720690800,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:1_34:0),TG(16:1_34:0),HMDB0005360,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,833.3770,832.751990900,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:1_34:1),TG(16:1_34:1),HMDB0044249,[H]C(COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,831.3610,830.736340900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:1_34:2),TG(16:1_34:2),HMDB0005379,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,829.3450,828.720690800,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:1_34:3),TG(16:1_34:3),HMDB0042633,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,827.3290,826.705040700,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:1_36:1),TG(16:1_36:1),HMDB0046458,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCCCCC\C=C/CCCCCC,859.3948,858.767641000,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:1_36:2),TG(16:1_36:2),HMDB0005384,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,857.3990,856.751990900,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:1_36:3),TG(16:1_36:3),HMDB0005440,[H][C@](COC(=O)CCCCCCC\C=C/CCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,855.3830,854.736340900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:1_36:4),TG(16:1_36:4),HMDB0055688,[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCC,839.3840,838.741426300,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:1_36:5),TG(16:1_36:5),HMDB0048751,[H][C@](COC(=O)CCCCCCC\C=C/CCCCCC)(COC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,851.3510,850.705040700,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:1_38:3),TG(16:1_38:3),HMDB0005455,[H][C@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,883.4370,882.767641000,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:1_38:4),TG(16:1_38:4),HMDB0046858,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC,881.4210,880.751990900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(16:1_38:5),TG(16:1_38:5),HMDB0010418,[H]C(CC)=C([H])CC([H])=C([H])CC([H])=C([H])C\C([H])=C(\[H])C\C([H])=C(\[H])C\C([H])=C(\[H])CCC(=O)OC[C@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,879.4050,878.736340900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(17:0_32:1),TG(17:0_32:1),HMDB0011713,[H][C@@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,819.3500,818.736340900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(17:0_34:1),TG(17:0_34:1),HMDB0049113,[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCC,833.4210,832.788376400,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(17:0_34:2),TG(17:0_34:2),HMDB0011700,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC,845.3880,844.751990900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(17:0_34:3),TG(17:0_34:3),HMDB0011701,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC,843.3720,842.736340900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(17:0_36:3),TG(17:0_36:3),HMDB0050323,[H][C@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCC,871.4260,870.767641000,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(17:0_36:4),TG(17:0_36:4),HMDB0055545,[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCCC,855.4270,854.772726400,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(17:1_32:1),TG(17:1_32:1),HMDB0042976,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCC,817.3340,816.720690800,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(17:1_34:1),TG(17:1_34:1),HMDB0011700,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC,845.3880,844.751990900,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(17:1_34:2),TG(17:1_34:2),HMDB0011701,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC,843.3720,842.736340900,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(17:1_34:3),TG(17:1_34:3),HMDB0011702,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC,841.3560,840.720690800,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
