normalized_name,metabolite_name,hmdb_id,smiles,average_molecular_weight,monoisotopic_molecular_weight,srm1950_instrument_type,srm1950_classification,srm1950_reference,source_srm1950_db,nist_srm1950,serum_evidence,hmdb_biofluid,endogenous_hint
l-serine,L-Serine,HMDB0000187,N[C@@H](CO)C(O)=O,105.0926,105.042593100,"NMR, LC-MS/MS","Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
l-aspartate,L-Aspartate,HMDB0000191,N[C@@H](CC(O)=O)C(O)=O,133.1027,133.037507700,"NMR, LC-MS/MS","Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
l-ornithine,L-Ornithine,HMDB0000214,NCCC[C@H](N)C(O)=O,132.1610,132.089877600,"NMR, LC-MS/MS","Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
l-glutamic acid,L-Glutamic acid,HMDB0000148,N[C@@H](CCC(O)=O)C(O)=O,147.1293,147.053157800,"NMR, LC-MS/MS","Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
l-arginine,L-Arginine,HMDB0000517,N[C@@H](CCCNC(N)=N)C(O)=O,174.2010,174.111675700,"NMR, LC-MS/MS","Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
l-glutamine,L-Glutamine,HMDB0000641,N[C@@H](CCC(N)=O)C(O)=O,146.1445,146.069142200,"NMR, LC-MS/MS","Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
l-leucine,L-Leucine,HMDB0000687,CC(C)C[C@H](N)C(O)=O,131.1729,131.094628700,"NMR, LC-MS/MS","Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
methionine,Methionine,HMDB0000696,CSCC[C@H](N)C(O)=O,149.2110,149.051049300,"NMR, LC-MS/MS","Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tryptophan,Tryptophan,HMDB0000929,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O,204.2252,204.089877600,"NMR, LC-MS/MS",Indolyl carboxylic acids and derivatives,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
valine,Valine,HMDB0000883,CC(C)[C@H](N)C(O)=O,117.1463,117.078978600,"NMR, LC-MS/MS","Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
glycine,Glycine,HMDB0000123,NCC(O)=O,75.0666,75.032028410,"NMR, LC-MS/MS","Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
citrulline,Citrulline,HMDB0000904,N[C@@H](CCCNC(N)=O)C(O)=O,175.1857,175.095691300,LC-MS/MS,"Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
betaine,Betaine,HMDB0000043,C[N+](C)(C)CC(O)=O,118.1543,118.086803600,"NMR, LC-MS/MS","Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
1-methylhistidine,1-Methylhistidine,HMDB0000001,CN1C=NC(C[C@H](N)C(O)=O)=C1,169.1811,169.085126600,"NMR, LC-MS/MS","Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
3-methylhistidine,3-Methylhistidine,HMDB0000479,[H][C@](N)(CC1=CN=CN1C)C(O)=O,169.1811,169.085126600,"NMR, LC-MS/MS","Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
homoarginine,Homoarginine,HMDB0000670,N[C@@H](CCCCNC(N)=N)C(O)=O,188.2275,188.127325800,LC-MS/MS,"Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
homocysteine,Homocysteine,HMDB0000742,N[C@@H](CCS)C(O)=O,135.1850,135.035399200,LC-MS/MS,"Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
creatinine,Creatinine,HMDB0000562,CN1CC(=O)NC1=N,113.1179,113.058911900,"NMR, LC-MS/MS","Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
proline betaine,Proline betaine,HMDB0304726,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,907.4590,906.767641000,LC-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tryptophan betaine,Tryptophan betaine,HMDB0061115,C[N+](C)(C)[C@@H](CC1=CNC2=CC=CC=C12)C([O-])=O,246.3049,246.136827800,LC-MS/MS,"Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
hypoxanthine,Hypoxanthine,HMDB0000157,OC1=NC=NC2=C1NC=N2,136.1115,136.038510800,LC-MS/MS,Purines and purine derivatives,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
xanthine,Xanthine,HMDB0000292,O=C1NC2=C(NC=N2)C(=O)N1,152.1109,152.033425400,LC-MS/MS,Purines and purine derivatives,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
3-indoleacetic acid,3-Indoleacetic acid,HMDB0000197,OC(=O)CC1=CNC2=CC=CC=C12,175.1840,175.063328500,LC-MS/MS,Indolyl carboxylic acids and derivatives,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
acetoacetate,Acetoacetate,HMDB0304256,CC(=O)CC([O-])=O,101.0820,101.024417600,NMR,Short-chain keto acids and derivatives,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
creatine,Creatine,HMDB0000064,CN(CC(O)=O)C(N)=N,131.1332,131.069476500,"NMR, LC-MS/MS","Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
dimethylglycine,Dimethylglycine,HMDB0000092,CN(C)CC(O)=O,103.1198,103.063328500,NMR,"Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
ethanol,Ethanol,HMDB0000108,CCO,46.0684,46.041864810,NMR,Alcohols and polyols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
d-glucose,D-Glucose,HMDB0000122,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,180.1559,180.063388100,"NMR, LC-MS/MS",Carbohydrates and carbohydrate conjugates,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
d-mannose,D-Mannose,HMDB0000169,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,180.1559,180.063388100,NMR,Carbohydrates and carbohydrate conjugates,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
glycerol,Glycerol,HMDB0000131,OCC(O)CO,92.0938,92.047344120,NMR,Carbohydrates and carbohydrate conjugates,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
ketoleucine,Ketoleucine,HMDB0000695,CC(C)CC(=O)C(O)=O,130.1418,130.062994200,LC-MS/MS,Short-chain keto acids and derivatives,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
isopropanol,Isopropanol,HMDB0000863,CC(C)O,60.0950,60.057514880,NMR,Alcohols and polyols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
acetone,Acetone,HMDB0001659,CC(C)=O,58.0791,58.041864810,NMR,Carbonyl compounds,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
methanol,Methanol,HMDB0001875,CO,32.0419,32.026214750,NMR,Alcohols and polyols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
propylene glycol,Propylene glycol,HMDB0001881,C[C@@H](O)CO,76.0944,76.052429500,NMR,Alcohols and polyols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
dimethyl sulfone,Dimethyl sulfone,HMDB0004983,CS(C)(=O)=O,94.1330,94.008850130,NMR,Sulfones,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
lithium,Lithium,HMDB0005949,[Li+],6.9410,7.016004049,ICP-MS,no subclass,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
boron,Boron,HMDB0002386,[B+3],10.8110,11.009305470,ICP-MS,no subclass,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
sodium,Sodium,HMDB0000588,[Na+],22.9898,22.989769680,ICP-MS,no subclass,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
magnesium,Magnesium,HMDB0000547,[Mg++],24.3050,23.985041900,ICP-MS,no subclass,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
aluminum,Aluminum,HMDB0001247,[Al],26.9815,26.981538440,ICP-MS,no subclass,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
phosphorous,Phosphorous,HMDB0001315,[P],30.9738,30.973761510,ICP-MS,no subclass,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
potassium,Potassium,HMDB0000586,[K+],39.0983,38.963706860,ICP-MS,no subclass,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
calcium,Calcium,HMDB0000464,[Ca++],40.0780,39.962591160,ICP-MS,no subclass,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
titanium,Titanium,HMDB0001966,[Ti+4],47.8670,47.947947050,ICP-MS,no subclass,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
vanadium,Vanadium,HMDB0002503,[V+3],50.9415,50.943963680,ICP-MS,no subclass,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
iron,Iron,HMDB0015531,[Fe+3],55.8450,55.934942130,ICP-MS,no subclass,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
copper,Copper,HMDB0000657,[Cu++],63.5460,62.929601080,ICP-MS,Homogeneous transition metal compounds,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
zinc,Zinc,HMDB0015532,[Zn++],65.4090,63.929146580,ICP-MS,no subclass,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
selenium,Selenium,HMDB0001349,[Se++],78.9600,79.916521830,ICP-MS,no subclass,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
rubidium,Rubidium,HMDB0001327,[Rb+],85.4678,84.911789340,ICP-MS,no subclass,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
strontium,Strontium,HMDB0003642,[Sr++],87.6200,87.905614340,ICP-MS,no subclass,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
zirconium,Zirconium,HMDB0001475,[Zr+4],91.2240,89.904703680,ICP-MS,no subclass,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
cadmium,Cadmium,HMDB0003638,[Cd++],112.4110,113.903358100,ICP-MS,no subclass,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
barium,Barium,HMDB0004142,[Ba++],137.3270,137.905241300,ICP-MS,no subclass,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
lanthanum,Lanthanum,HMDB0013711,[La],138.9055,138.906348200,ICP-MS,no subclass,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tungsten,Tungsten,HMDB0001989,[W+4],183.8400,183.950932600,ICP-MS,no subclass,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
dopamine,Dopamine,HMDB0000073,NCCC1=CC(O)=C(O)C=C1,153.1784,153.078978600,LC-MS/MS,Benzenediols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
epinephrine,Epinephrine,HMDB0000068,CNC[C@H](O)C1=CC(O)=C(O)C=C1,183.2044,183.089543300,LC-MS/MS,Benzenediols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tyramine,Tyramine,HMDB0000306,NCCC1=CC=C(O)C=C1,137.1790,137.084064000,LC-MS/MS,Phenethylamines,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
metanephrine,Metanephrine,HMDB0004063,CNCC(O)C1=CC(OC)=C(O)C=C1,197.2310,197.105193400,LC-MS/MS,Methoxyphenols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
norepinephrine,Norepinephrine,HMDB0000216,NC[C@H](O)C1=CC(O)=C(O)C=C1,169.1778,169.073893200,LC-MS/MS,Benzenediols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
normetanephrine,Normetanephrine,HMDB0000819,COC1=CC(=CC=C1O)C(O)CN,183.2044,183.089543300,LC-MS/MS,Methoxyphenols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
phenylethylamimne,Phenylethylamimne,HMDB0012275,NCCC1=CC=CC=C1,121.1796,121.089149400,LC-MS/MS,Phenethylamines,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
5-methoxytryptamine,5-Methoxytryptamine,HMDB0004095,COC1=CC2=C(NC=C2CCN)C=C1,190.2417,190.110613100,LC-MS/MS,Tryptamines and derivatives,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
vitamin b1,Vitamin B1,HMDB0000235,[Cl-].CC1=C(CCO)SC=[N+]1CC1=CN=C(C)NC1=N,300.8080,300.081159600,LC-MS/MS,Pyrimidines and pyrimidine derivatives,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
vitamin b3-amide,Vitamin B3-amide,HMDB0001406,NC(=O)C1=CC=CN=C1,122.1246,122.048012800,LC-MS/MS,Pyridinecarboxylic acids and derivatives,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
vitamin b5,Vitamin B5,HMDB0000210,CC(C)(CO)[C@@H](O)C(=O)NCCC(O)=O,219.2350,219.110672700,LC-MS/MS,Alcohols and polyols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
vitamin b6,Vitamin B6,HMDB0000239,CC1=C(O)C(CO)=C(CO)C=N1,169.1778,169.073893200,LC-MS/MS,Pyridoxines,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
vitamin b2,Vitamin B2,HMDB0000244,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1,376.3639,376.138284400,LC-MS/MS,Alloxazines and isoalloxazines,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
vitamin c,Vitamin C,HMDB0000044,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,176.032088000,LC-MS/MS,Furanones,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
folic acid,Folic acid,HMDB0000121,#N/A,0.0000,0.000000000,LC-MS/MS,Methoxyphenols,NIST Certified data,TRUE,TRUE,TRUE,TRUE,TRUE
5-methyltetrahydrofolic acid,5-Methyltetrahydrofolic acid,HMDB0001396,#N/A,0.0000,0.000000000,LC-MS/MS,Pterins and derivatives,NIST Certified data,TRUE,TRUE,TRUE,TRUE,TRUE
choline,Choline,HMDB0000097,C[N+](C)(C)CCO,104.1708,104.107539100,LC-MS/MS,Quaternary ammonium salts,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
vitamin a,Vitamin A,HMDB0000305,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,286.4516,286.229665600,LC-MS/MS,Retinoids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
25-oh vitamin d3,25-OH Vitamin D3,HMDB0253301,CC(C)CCCC(C)C1C(O)CC2C(CCCC12C)=CC=C1CC(O)CCC1=C,400.6470,400.334130700,LC-MS/MS,Vitamin D and derivatives,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
vitamin e,Vitamin E,HMDB0259853,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=C(C)C(OC(=O)C3=CC=CN=C3)=C(C)C(C)=C2O1,535.8130,535.402544600,LC-MS/MS,Quinone and hydroquinone lipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
acetyl-ornithine,Acetyl-Ornithine,HMDB0003357,CC(=O)N[C@@H](CCCN)C(O)=O,174.1977,174.100442300,LC-MS/MS,"Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
adma,ADMA,HMDB0001539,N[C@@H](CCC\N=C(/N)N(C)C)C(O)=O,202.2541,202.142975800,LC-MS/MS,"Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
alpha-aminoadipic acid,alpha-Aminoadipic acid,HMDB0302754,NC(CCCC(O)=O)C(O)=O,161.1558,161.068807800,LC-MS/MS,"Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
kynurenine,Kynurenine,HMDB0000684,N[C@@H](CC(=O)C1=CC=CC=C1N)C(O)=O,208.2139,208.084792300,LC-MS/MS,Carbonyl compounds,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
methionine-sulfoxide,Methionine-Sulfoxide,HMDB0002005,CS(=O)CC[C@H](N)C(O)=O,165.2100,165.045964400,LC-MS/MS,"Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
putrescine,Putrescine,HMDB0001414,NCCCCN,88.1515,88.100048390,LC-MS/MS,Amines,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
serotonin,Serotonin,HMDB0000259,NCCC1=CNC2=C1C=C(O)C=C2,176.2151,176.094963000,LC-MS/MS,Tryptamines and derivatives,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
spermidprogesterobneine,Spermidprogesterobneine,HMDB0001257,NCCCCNCCCN,145.2459,145.157897600,LC-MS/MS,Amines,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
spermine,Spermine,HMDB0001256,NCCCNCCCCNCCCN,202.3402,202.215746900,LC-MS/MS,Amines,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
taurine,Taurine,HMDB0000251,NCCS(O)(=O)=O,125.1470,125.014663800,LC-MS/MS,Organosulfonic acids and derivatives,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
trans-oh-proline,trans-OH-Proline,HMDB0059659,CCCNC(=O)C1OC1C(=O)NC(C(C)CC)C(=O)N1CCCC1C(O)=O,383.4450,383.205635700,LC-MS/MS,"Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
sarcosine,Sarcosine,HMDB0000271,CNCC(O)=O,89.0932,89.047678470,LC-MS/MS,"Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
beta-alanine,beta-Alanine,HMDB0000056,NCCC(O)=O,89.0932,89.047678470,LC-MS/MS,"Amino acids, peptides, and analogues",Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
cystine,Cystine,HMDB0000192,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,240.3000,240.023848300,LC-MS/MS,"Amino acids, peptides, and analogues",NIST Certified data,TRUE,TRUE,TRUE,TRUE,TRUE
cysteine,Cysteine,HMDB0000574,N[C@@H](CS)C(O)=O,121.1580,121.019749200,LC-MS/MS,"Amino acids, peptides, and analogues",NIST Certified data,TRUE,TRUE,TRUE,TRUE,TRUE
guanidinoacetate,Guanidinoacetate,HMDB0000128,NC(=N)NCC(O)=O,117.1066,117.053826500,LC-MS/MS,Carboxylic acids and derivatives,PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
guanidinosuccinate,Guanidinosuccinate,HMDB0003157,NC(=N)N[C@@H](CC(O)=O)C(O)=O,175.1427,175.059305800,LC-MS/MS,"Amino acids, peptides, and analogues",PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
guanidinobutanote,Guanidinobutanote,HMDB0003464,NC(=N)NCCCC(O)=O,145.1597,145.085126600,LC-MS/MS,"Amino acids, peptides, and analogues",PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
hypotaurine,Hypotaurine,HMDB0000965,NCCS(O)=O,109.1470,109.019749200,LC-MS/MS,Sulfinic acids,PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
pyrogluamate (oxoproline),Pyrogluamate (Oxoproline),HMDB0000267,OC(=O)[C@@H]1CCC(=O)N1,129.1140,129.042593100,LC-MS/MS,"Amino acids, peptides, and analogues",PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
s-adenosylhomocysteine,S-adenosylhomocysteine,HMDB0000939,N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N)C(O)=O,384.4110,384.121588500,LC-MS/MS,Gamma butyrolactones,PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
ophthalmic acid,Ophthalmic acid,HMDB0005765,CC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O,289.2851,289.127385400,LC-MS/MS,"Amino acids, peptides, and analogues",PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
histamine,Histamine,HMDB0000870,NCCC1=CNC=N1,111.1451,111.079647300,LC-MS/MS,Amines,PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
urocanate,Urocanate,HMDB0000301,OC(=O)\C=C\C1=CNC=N1,138.1240,138.042927400,LC-MS/MS,Imidazoles,PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
thyroxine,Thyroxine,HMDB0000248,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,776.8700,776.686681500,LC-MS/MS,"Amino acids, peptides, and analogues",PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
3-methoxytyrosine,3-Methoxytyrosine,HMDB0001434,COC1=C(O)C=CC(CC(N)C(O)=O)=C1,211.2145,211.084457900,LC-MS/MS,"Amino acids, peptides, and analogues",PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
methoxytyramine (3 or 4),Methoxytyramine (3 or 4),HMDB0000022,COC1=C(O)C=CC(CCN)=C1,167.2050,167.094628700,LC-MS/MS,Methoxyphenols,PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
octopamine,Octopamine,HMDB0004825,NC[C@H](O)C1=CC=C(O)C=C1,153.1784,153.078978600,LC-MS/MS,1-hydroxy-2-unsubstituted benzenoids,PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
acetylphenylalanine,Acetylphenylalanine,HMDB0000512,CC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,207.2258,207.089543300,LC-MS/MS,"Amino acids, peptides, and analogues",PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
tryptamine,Tryptamine,HMDB0060064,NCCC1=CNC2=CC=CC=C12,160.2157,160.100048400,LC-MS/MS,Tryptamines and derivatives,PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
n-acetylserotonin,N-Acetylserotonin,HMDB0001238,CC(=O)NCCC1=CNC2=C1C=C(O)C=C2,218.2518,218.105527700,LC-MS/MS,Hydroxyindoles,PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
5-hydroxyindoleacetic acid,5-Hydroxyindoleacetic acid,HMDB0000763,OC(=O)CC1=CNC2=C1C=C(O)C=C2,191.1834,191.058243200,LC-MS/MS,Indoles and derivatives,PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
indole-3-acetaldehyde,Indole-3-acetaldehyde,HMDB0001190,O=CCC1=CNC2=C1C=CC=C2,159.1846,159.068413900,LC-MS/MS,Indoles,PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
melatonin,Melatonin,HMDB0001389,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,232.2783,232.121177800,LC-MS/MS,Indoles,PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
methyloxindole/indolecarbinol,Methyloxindole/Indolecarbinol,HMDB0004186,CC1(O)C(=O)NC2=CC=CC=C12,163.1733,163.063328500,LC-MS/MS,Indolines,PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
indole ethanol (tryptophanol),Indole ethanol (Tryptophanol),HMDB0003447,OCCC1=CNC2=C1C=CC=C2,161.2004,161.084064000,LC-MS/MS,Indoles,PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
"n6,n6,n6-trimethyllysine","N6,N6,N6-Trimethyllysine",HMDB0001325,C[N+](C)(C)CCCC[C@H](N)C([O-])=O,188.2673,188.152477900,LC-MS/MS,"Amino acids, peptides, and analogues",PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
acetyllysine,Acetyllysine,HMDB0000446,CC(=O)N[C@@H](CCCCN)C(O)=O,188.2270,188.116092400,LC-MS/MS,"Amino acids, peptides, and analogues",PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
pipecolate,Pipecolate,HMDB0000070,OC(=O)C1CCCCN1,129.1570,129.078978600,LC-MS/MS,"Amino acids, peptides, and analogues",PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
n-acetylleucine,N-Acetylleucine,HMDB0011756,CC(C)C[C@H](NC(C)=O)C(O)=O,173.2096,173.105193400,LC-MS/MS,"Amino acids, peptides, and analogues",PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
1-aminocyclopropane-1-carboxylate,1-Aminocyclopropane-1-carboxylate,HMDB0036458,NC1(CC1)C(O)=O,101.1039,101.047678500,LC-MS/MS,"Amino acids, peptides, and analogues",PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
benzylamine,Benzylamine,HMDB0033871,NCC1=CC=CC=C1,107.1531,107.073499300,LC-MS/MS,Phenylmethylamines,PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
"aminophenol (2, 3, or 4)","Aminophenol (2, 3, or 4)",HMDB0001169,NC1=CC=C(O)C=C1,109.1259,109.052763900,LC-MS/MS,Aniline and substituted anilines,PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
phenethylamine,Phenethylamine,HMDB0012275,NCCC1=CC=CC=C1,121.1796,121.089149400,LC-MS/MS,Benzene and substituted derivatives,PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
quinoline,Quinoline,HMDB0033731,C1=CC=C2N=CC=CC2=C1,129.1586,129.057849200,LC-MS/MS,no subclass,PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
2-quinolinecarboxylic acid,2-Quinolinecarboxylic acid,HMDB0000842,OC(=O)C1=NC2=C(C=CC=C2)C=C1,173.1681,173.047678500,LC-MS/MS,Quinoline carboxylic acids,PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
salsolinol,Salsolinol,HMDB0005199,CC1NCCC2=C1C=C(O)C(O)=C2,179.2157,179.094628700,LC-MS/MS,no subclass,PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
hydroxymethylglutarate,Hydroxymethylglutarate,HMDB0000355,CC(O)(CC(O)=O)CC(O)=O,162.1406,162.052823400,LC-MS/MS,Fatty acids and conjugates,PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
mevalonic acid,Mevalonic acid,HMDB0000227,C[C@@](O)(CCO)CC(O)=O,148.1571,148.073558900,LC-MS/MS,Fatty acids and conjugates,PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
sorbate,Sorbate,HMDB0029581,C\C=C\C=C\C(O)=O,112.1265,112.052429500,LC-MS/MS,Fatty acids and conjugates,PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
2-methylmaleate,2-Methylmaleate,HMDB0000634,C\C(=C\C(O)=O)C(O)=O,130.0987,130.026608700,LC-MS/MS,Fatty acids and conjugates,PMID: 32490663,TRUE,TRUE,TRUE,TRUE,TRUE
