normalized_name,ghosh_chemical_name,ghosh_chem_id,ghosh_super_pathway,ghosh_sub_pathway,ghosh_nr_cohorts_present,ghosh_max_missingness,ghosh_percent_missing_MDCS,ghosh_percent_missing_PIVUS,ghosh_percent_missing_POEM,ghosh_percent_missing_SCAPIS_M,ghosh_percent_missing_SCAPIS_U,ghosh_all5_cohorts,ghosh_core_50pct,source_ghosh_2024
pravastatin,pravastatin,100020676,Xenobiotics,Drug - Metabolic,1,99.53831948,99.53831948,NA,NA,NA,NA,FALSE,FALSE,TRUE
palmitoleamide (16:1),palmitoleamide (16:1)*,100020753,Lipid,Fatty Acid	 Amide,1,17.26685134,17.26685134,NA,NA,NA,NA,FALSE,FALSE,TRUE
heptadecenamide (17:1),heptadecenamide (17:1)*,100020759,Lipid,Fatty Acid	 Amide,1,18.55955679,18.55955679,NA,NA,NA,NA,FALSE,FALSE,TRUE
desmethylcitalopram,desmethylcitalopram*,100020790,Xenobiotics,Drug - Psychoactive,4,98.98430286,98.98430286,95.68822554,96.60678643,NA,96.32972323,FALSE,FALSE,TRUE
didesmethylcitalopram,didesmethylcitalopram*,100020791,Xenobiotics,Drug - Psychoactive,2,99.63065559,99.63065559,NA,NA,NA,98.87685519,FALSE,FALSE,TRUE
enalaprilat,enalaprilat*,100020800,Xenobiotics,Drug - Cardiovascular,2,98.52262235,98.52262235,NA,NA,NA,97.9342158,FALSE,FALSE,TRUE
3-ethylcatechol sulfate (2),3-ethylcatechol sulfate (2),100020852,Xenobiotics,Food Component/Plant,4,100.0,37.58079409,84.41127695,89.62075848,NA,100,FALSE,FALSE,TRUE
glyburide,glyburide,100020883,Xenobiotics,Drug - Metabolic,2,100.0,99.63065559,NA,NA,NA,100,FALSE,FALSE,TRUE
fibrinopeptide a (2-15),Fibrinopeptide A (2-15)**,100020902,Peptide,Fibrinogen Cleavage Peptide,1,98.61495845,98.61495845,NA,NA,NA,NA,FALSE,FALSE,TRUE
fibrinopeptide a (3-16),Fibrinopeptide A (3-16)**,100020903,Peptide,Fibrinogen Cleavage Peptide,1,97.59926131,97.59926131,NA,NA,NA,NA,FALSE,FALSE,TRUE
fibrinopeptide b (1-11),Fibrinopeptide B (1-11)**,100020912,Peptide,Fibrinogen Cleavage Peptide,1,99.9076639,99.9076639,NA,NA,NA,NA,FALSE,FALSE,TRUE
tamoxifen,tamoxifen,100021080,Xenobiotics,Drug - Antineoplastic,4,99.9076639,99.9076639,99.50248756,99.6007984,NA,99.73926996,FALSE,FALSE,TRUE
glu-gly-asn-val,glu-gly-asn-val**,100021107,Peptide,Polypeptide,1,99.9076639,99.9076639,NA,NA,NA,NA,FALSE,FALSE,TRUE
3-decenoylcarnitine,3-decenoylcarnitine,100021136,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Monounsaturated),1,26.13111727,26.13111727,NA,NA,NA,NA,FALSE,FALSE,TRUE
4-ethyl-2-methoxyphenol sulfate,4-ethyl-2-methoxyphenol sulfate,100021686,Xenobiotics,Food Component/Plant,2,84.79743281,70.72945522,NA,NA,NA,84.79743281,FALSE,FALSE,TRUE
n-acetyl-2-aminoadipate,N-acetyl-2-aminoadipate,100021760,Amino Acid,Lysine Metabolism,4,23.35329341,7.663896584,2.487562189,23.35329341,NA,6.257521059,FALSE,FALSE,TRUE
torasemide,torasemide,100021794,Xenobiotics,Drug - Cardiovascular,1,99.9076639,99.9076639,NA,NA,NA,NA,FALSE,FALSE,TRUE
2-methoxyhydroquinone sulfate (1),2-methoxyhydroquinone sulfate (1),100021839,Xenobiotics,Benzoate Metabolism,4,31.34777377,28.16251154,24.54394693,30.53892216,NA,31.34777377,FALSE,FALSE,TRUE
2-methoxyhydroquinone sulfate (2),2-methoxyhydroquinone sulfate (2),100021840,Xenobiotics,Benzoate Metabolism,4,69.06187625,53.9242844,66.83250415,69.06187625,NA,59.74729242,FALSE,FALSE,TRUE
x-11378,X-11378,999911378,NA,NA,4,2.770083102,2.770083102,0.165837479,,NA,2.767749699,FALSE,FALSE,TRUE
x-11407,X-11407,999911407,NA,NA,3,49.9001996,,39.63515755,49.9001996,NA,NA,FALSE,FALSE,TRUE
x - 12125,X - 12125,999912125,NA,NA,1,49.30747922,49.30747922,NA,NA,NA,NA,FALSE,FALSE,TRUE
x - 12199,X - 12199,999912199,NA,NA,1,34.90304709,34.90304709,NA,NA,NA,NA,FALSE,FALSE,TRUE
x - 12221,X - 12221,999912221,NA,NA,2,100.0,26.59279778,NA,NA,NA,100,FALSE,FALSE,TRUE
x - 12410,X - 12410,999912410,NA,NA,2,12.65004617,12.65004617,NA,NA,NA,11.79302046,FALSE,FALSE,TRUE
x - 12701,X - 12701,999912701,NA,NA,1,66.29732225,66.29732225,NA,NA,NA,NA,FALSE,FALSE,TRUE
x - 12714,X - 12714,999912714,NA,NA,1,43.39796861,43.39796861,NA,NA,NA,NA,FALSE,FALSE,TRUE
x - 12718,X - 12718,999912718,NA,NA,1,38.59649123,38.59649123,NA,NA,NA,NA,FALSE,FALSE,TRUE
x - 12731,X - 12731,999912731,NA,NA,1,35.45706371,35.45706371,NA,NA,NA,NA,FALSE,FALSE,TRUE
x - 12738,X - 12738,999912738,NA,NA,2,100.0,25.57710065,NA,NA,NA,100,FALSE,FALSE,TRUE
x-12839,X-12839,999912839,NA,NA,4,58.08383234,55.58633426,18.57379768,58.08383234,NA,26.3136783,FALSE,FALSE,TRUE
x - 13688,X - 13688,999913688,NA,NA,1,79.40904894,79.40904894,NA,NA,NA,NA,FALSE,FALSE,TRUE
x-13695,X-13695,999913695,NA,NA,4,100.0,29.45521699,66.83250415,71.85628743,NA,100,FALSE,FALSE,TRUE
x - 13723,X - 13723,999913723,NA,NA,2,100.0,61.77285319,NA,NA,NA,100,FALSE,FALSE,TRUE
x - 13846,X - 13846,999913846,NA,NA,1,80.9787627,80.9787627,NA,NA,NA,NA,FALSE,FALSE,TRUE
x - 14082,X - 14082,999914082,NA,NA,2,100.0,40.07386888,NA,NA,NA,100,FALSE,FALSE,TRUE
x - 14904,X - 14904,999914904,NA,NA,1,46.44506002,46.44506002,NA,NA,NA,NA,FALSE,FALSE,TRUE
x-15220,X-15220,999915220,NA,NA,3,81.42620232,6.278855032,81.42620232,60.47904192,NA,NA,FALSE,FALSE,TRUE
x - 17162,X - 17162,999917162,NA,NA,1,71.83748846,71.83748846,NA,NA,NA,NA,FALSE,FALSE,TRUE
x - 17361,X - 17361,999917361,NA,NA,2,100.0,70.72945522,NA,NA,NA,100,FALSE,FALSE,TRUE
x - 17398,X - 17398,999917398,NA,NA,2,100.0,89.93536473,NA,NA,NA,100,FALSE,FALSE,TRUE
x-18240,X-18240,999918240,NA,NA,3,94.01197605,68.97506925,76.11940299,94.01197605,NA,NA,FALSE,FALSE,TRUE
x-18888,X-18888,999918888,NA,NA,4,40.4432133,40.4432133,10.61359867,38.92215569,NA,7.160048135,FALSE,FALSE,TRUE
x-19183,X-19183,999919183,NA,NA,4,68.26347305,58.44875346,67.49585406,68.26347305,NA,58.04251905,FALSE,FALSE,TRUE
x - 21628,X - 21628,999921628,NA,NA,1,97.59926131,97.59926131,NA,NA,NA,NA,FALSE,FALSE,TRUE
x - 21807,X - 21807,999921807,NA,NA,2,100.0,42.65927978,NA,NA,NA,100,FALSE,FALSE,TRUE
x - 21838,X - 21838,999921838,NA,NA,1,97.2299169,97.2299169,NA,NA,NA,NA,FALSE,FALSE,TRUE
x-21840,X-21840,999921840,NA,NA,4,61.68051708,61.68051708,54.22885572,46.50698603,NA,36.26153229,FALSE,FALSE,TRUE
x - 21842,X - 21842,999921842,NA,NA,2,46.35272392,46.35272392,NA,NA,NA,29.16165263,FALSE,FALSE,TRUE
x-21845,X-21845,999921845,NA,NA,4,60.57248384,60.57248384,60.0331675,56.48702595,NA,34.03529884,FALSE,FALSE,TRUE
x - 21959,X - 21959,999921959,NA,NA,1,21.32963989,21.32963989,NA,NA,NA,NA,FALSE,FALSE,TRUE
x - 23276,X - 23276,999923276,NA,NA,1,16.52816251,16.52816251,NA,NA,NA,NA,FALSE,FALSE,TRUE
x - 23648,X - 23648,999923648,NA,NA,1,12.92705448,12.92705448,NA,NA,NA,NA,FALSE,FALSE,TRUE
