normalized_name,ghosh_chemical_name,ghosh_chem_id,ghosh_super_pathway,ghosh_sub_pathway,ghosh_nr_cohorts_present,ghosh_max_missingness,ghosh_percent_missing_MDCS,ghosh_percent_missing_PIVUS,ghosh_percent_missing_POEM,ghosh_percent_missing_SCAPIS_M,ghosh_percent_missing_SCAPIS_U,ghosh_all5_cohorts,ghosh_core_50pct,source_ghosh_2024
1-(1-enyl-palmitoyl)-2-arachidonoyl-gpc (p-16:0/20:4),1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,100009014,Lipid,Plasmalogen,5,0.080224629,,,,,0.080224629,TRUE,TRUE,TRUE
sphingomyelin (d18:1/21:0 d17:1/22:0 d16:1/23:0),sphingomyelin (d18:1/21:0 d17:1/22:0 d16:1/23:0)*,100009025,Lipid,Sphingomyelins,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
behenoyl dihydrosphingomyelin (d18:0/22:0),behenoyl dihydrosphingomyelin (d18:0/22:0)*,100009026,Lipid,Dihydrosphingomyelins,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
sphingomyelin (d18:0/18:0 d19:0/17:0),sphingomyelin (d18:0/18:0 d19:0/17:0)*,100009027,Lipid,Dihydrosphingomyelins,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
n-palmitoyl-sphinganine (d18:0/16:0),N-palmitoyl-sphinganine (d18:0/16:0),100009028,Lipid,Dihydroceramides,5,7.794361526,0.646352724,7.794361526,6.786427146,1.98403097,0.962695548,TRUE,TRUE,TRUE
lactosyl-n-palmitoyl-sphingosine (d18:1/16:0),lactosyl-N-palmitoyl-sphingosine (d18:1/16:0),100009030,Lipid,Lactosylceramides (LCER),5,0.369344414,0.369344414,,,,0.040112314,TRUE,TRUE,TRUE
cetirizine,cetirizine,100009034,Xenobiotics,Drug - Respiratory,5,98.61495845,98.61495845,98.50746269,98.00399202,97.26590854,97.47292419,TRUE,FALSE,TRUE
myristoyl dihydrosphingomyelin (d18:0/14:0),myristoyl dihydrosphingomyelin (d18:0/14:0)*,100009038,Lipid,Dihydrosphingomyelins,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
5-hydroxyindole sulfate,5-hydroxyindole sulfate,100009042,Amino Acid,Tryptophan Metabolism,5,32.3176362,32.3176362,6.301824212,6.586826347,10.37986934,27.11592459,TRUE,TRUE,TRUE
phenylacetylglutamate,phenylacetylglutamate,100009045,Peptide,Acetylated Peptides,5,26.6876361,26.31578947,8.291873964,21.75648703,26.6876361,8.744484557,TRUE,TRUE,TRUE
palmitoyl-linoleoyl-glycerol (16:0/18:2) [2],palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*,100009055,Lipid,Diacylglycerol,3,100.0,6.371191136,NA,NA,16.76748125,100,FALSE,FALSE,TRUE
1-palmitoyl-2-oleoyl-gpi (16:0/18:1),1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*,100009066,Lipid,Phosphatidylinositol (PI),5,1.263537906,0.55401662,0.165837479,0.998003992,0.072586499,1.263537906,TRUE,TRUE,TRUE
1-(1-enyl-palmitoyl)-2-linoleoyl-gpe (p-16:0/18:2),1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,100009069,Lipid,Plasmalogen,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
1-oleoyl-2-linoleoyl-gpe (18:1/18:2),1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,100009078,Lipid,Phosphatidylethanolamine (PE),5,2.888086643,0.369344414,0.331674959,1.397205589,2.056617469,2.888086643,TRUE,TRUE,TRUE
1-linoleoyl-gpa (18:2),1-linoleoyl-GPA (18:2)*,100009082,Lipid,Lysophospholipid,5,100.0,5.909510619,22.55389718,42.51497006,22.42922816,100,TRUE,FALSE,TRUE
1-oleoyl-2-docosahexaenoyl-gpc (18:1/22:6),1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*,100009130,Lipid,Phosphatidylcholine (PC),5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
1-linoleoyl-2-arachidonoyl-gpc (18:2/20:4n6),1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,100009131,Lipid,Phosphatidylcholine (PC),4,60.64981949,NA,9.618573798,4.391217565,2.564722962,60.64981949,FALSE,FALSE,TRUE
1-myristoyl-2-arachidonoyl-gpc (14:0/20:4),1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,100009139,Lipid,Phosphatidylcholine (PC),5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
1-(1-enyl-palmitoyl)-2-palmitoleoyl-gpc (p-16:0/16:1),1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,100009160,Lipid,Plasmalogen,5,0.160449258,,,,,0.160449258,TRUE,TRUE,TRUE
1-(1-enyl-palmitoyl)-2-palmitoyl-gpc (p-16:0/16:0),1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,100009162,Lipid,Plasmalogen,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
1-stearoyl-2-oleoyl-gpi (18:0/18:1),1-stearoyl-2-oleoyl-GPI (18:0/18:1)*,100009181,Lipid,Phosphatidylinositol (PI),5,3.650220618,1.015697138,2.819237148,0.399201597,0.072586499,3.650220618,TRUE,TRUE,TRUE
1-(1-enyl-stearoyl)-2-linoleoyl-gpe (p-18:0/18:2),1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,100009225,Lipid,Plasmalogen,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
1-linoleoyl-gpg (18:2),1-linoleoyl-GPG (18:2)*,100009227,Lipid,Lysophospholipid,5,33.05632502,33.05632502,31.84079602,32.33532934,7.524800387,7.841957481,TRUE,TRUE,TRUE
thioproline,thioproline,100009232,Xenobiotics,Chemical,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
palmitoylcholine,palmitoylcholine,100009233,Lipid,Fatty Acid Metabolism (Acyl Choline),5,3.50877193,3.50877193,0.165837479,0.199600798,0.483909993,1.223425592,TRUE,TRUE,TRUE
2-methylserine,2-methylserine,100009246,Amino Acid,"Glycine, Serine and Threonine Metabolism",4,11.37724551,NA,0.165837479,11.37724551,0.871037987,7.581227437,FALSE,FALSE,TRUE
prednisolone,prednisolone,100009252,Xenobiotics,Drug - Antiinflammatory	 Immunosuppressant,3,99.77938227,99.26131117,NA,NA,99.6854585,99.77938227,FALSE,FALSE,TRUE
mycophenolic acid,mycophenolic acid,100009253,Xenobiotics,Drug - Antiinflammatory	 Immunosuppressant,3,100.0,97.2299169,NA,NA,99.6854585,100,FALSE,FALSE,TRUE
mycophenolic acid glucuronide,mycophenolic acid glucuronide,100009254,Xenobiotics,Drug - Antiinflammatory	 Immunosuppressant,3,100.0,97.322253,NA,NA,99.7822405,100,FALSE,FALSE,TRUE
glycochenodeoxycholate glucuronide (1),glycochenodeoxycholate glucuronide (1),100009264,Lipid,Primary Bile Acid Metabolism,5,7.57156048,7.57156048,0.165837479,0.598802395,0.532300992,3.028479743,TRUE,TRUE,TRUE
(s)-3-hydroxybutyrylcarnitine,(S)-3-hydroxybutyrylcarnitine,100009271,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Hydroxy),5,0.184672207,0.184672207,,,0.0241955,0.020056157,TRUE,TRUE,TRUE
glycosyl-n-palmitoyl-sphingosine (d18:1/16:0),glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),100009272,Lipid,Hexosylceramides (HCER),5,0.369344414,0.369344414,,,,0.040112314,TRUE,TRUE,TRUE
sulfamethoxazole,sulfamethoxazole,100009327,Xenobiotics,Drug - Antibiotic,3,99.97994384,95.84487535,NA,NA,99.8790225,99.97994384,FALSE,FALSE,TRUE
ascorbic acid 2-sulfate,ascorbic acid 2-sulfate,100009329,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,5,2.400738689,2.400738689,1.326699834,0.199600798,0.992015485,0.140393101,TRUE,TRUE,TRUE
oleoylcholine,oleoylcholine,100009331,Lipid,Fatty Acid Metabolism (Acyl Choline),5,5.447830102,5.447830102,0.165837479,3.193612774,1.548511977,3.429602888,TRUE,TRUE,TRUE
arachidonoylcholine,arachidonoylcholine,100009332,Lipid,Fatty Acid Metabolism (Acyl Choline),5,5.724838412,5.724838412,,1.996007984,1.35494798,3.26915363,TRUE,TRUE,TRUE
docosahexaenoylcholine,docosahexaenoylcholine,100009333,Lipid,Fatty Acid Metabolism (Acyl Choline),5,13.63818692,10.15697138,0.165837479,12.3752495,6.581175901,13.63818692,TRUE,TRUE,TRUE
dihomo-linolenoyl-choline,dihomo-linolenoyl-choline,100009335,Lipid,Fatty Acid Metabolism (Acyl Choline),5,28.14371257,17.54385965,2.985074627,28.14371257,16.01742076,24.54873646,TRUE,TRUE,TRUE
eicosapentaenoylcholine,eicosapentaenoylcholine,100009336,Lipid,Fatty Acid Metabolism (Acyl Choline),5,100.0,33.61034164,12.60364842,42.71457086,46.5763368,100,TRUE,FALSE,TRUE
caffeic acid sulfate,caffeic acid sulfate,100009337,Xenobiotics,Food Component/Plant,5,46.81440443,46.81440443,33.99668325,30.33932136,42.36631986,31.74889691,TRUE,TRUE,TRUE
1-linoleoyl-2-linolenoyl-gpc (18:2/18:3),1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,100009343,Lipid,Phosphatidylcholine (PC),5,2.155887231,0.461680517,2.155887231,0.199600798,0.798451488,0.200561572,TRUE,TRUE,TRUE
1-palmitoleoyl-2-linolenoyl-gpc (16:1/18:3),1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*,100009345,Lipid,Phosphatidylcholine (PC),5,28.07017544,28.07017544,12.43781095,4.99001996,3.242196951,2.32651424,TRUE,TRUE,TRUE
lamotrigine,lamotrigine,100009390,Xenobiotics,Drug - Neurological,5,99.81532779,99.81532779,99.66832504,99.6007984,99.29833051,99.31809065,TRUE,FALSE,TRUE
hexadecadienoate (16:2n6),hexadecadienoate (16:2n6),100009394,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),5,2.395209581,,,2.395209581,,0.020056157,TRUE,TRUE,TRUE
palmitoleoylcarnitine (c16:1),palmitoleoylcarnitine (C16:1)*,100009406,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Monounsaturated),5,0.0923,0.0923,,,,0.020056157,TRUE,TRUE,TRUE
pimeloylcarnitine/3-methyladipoylcarnitine (c7-dc),pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC),100009407,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Dicarboxylate),5,4.432132964,4.432132964,0.663349917,1.397205589,0.266150496,3.509827517,TRUE,TRUE,TRUE
4-hydroxyphenylacetylglutamine,4-hydroxyphenylacetylglutamine,100010850,Peptide,Acetylated Peptides,5,14.95844875,14.95844875,1.492537313,6.18762475,5.879506412,1.203369434,TRUE,TRUE,TRUE
2 3-dihydroxy-2-methylbutyrate,2 3-dihydroxy-2-methylbutyrate,100010869,Amino Acid,Leucine	 Isoleucine and Valine Metabolism,5,17.36526946,16.62049861,13.26699834,17.36526946,3.629324946,8.28319294,TRUE,TRUE,TRUE
2'-o-methylcytidine,2'-O-methylcytidine,100010895,Nucleotide,Pyrimidine Metabolism	 Cytidine containing,5,1.103088648,0.646352724,0.497512438,,0.459714493,1.103088648,TRUE,TRUE,TRUE
2'-o-methyluridine,2'-O-methyluridine,100010896,Nucleotide,Pyrimidine Metabolism	 Uracil containing,5,4.99001996,4.339796861,4.809286899,4.99001996,2.734091459,0.882470919,TRUE,TRUE,TRUE
gamma-glutamyl-alpha-lysine,gamma-glutamyl-alpha-lysine,100010901,Peptide,Gamma-glutamyl Amino Acid,5,0.184672207,0.184672207,,,,0.040112314,TRUE,TRUE,TRUE
oleoyl-oleoyl-glycerol (18:1/18:1) [2],oleoyl-oleoyl-glycerol (18:1/18:1) [2]*,100010919,Lipid,Diacylglycerol,3,100.0,2.770083102,NA,NA,6.266634406,100,FALSE,FALSE,TRUE
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1],linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*,100010922,Lipid,Diacylglycerol,3,100.0,6.278855032,NA,NA,18.38857972,100,FALSE,FALSE,TRUE
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2],linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,100010923,Lipid,Diacylglycerol,3,9.879963066,9.879963066,NA,NA,9.387853859,7.641395909,FALSE,FALSE,TRUE
oleoyl-arachidonoyl-glycerol (18:1/20:4) [1],oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*,100010936,Lipid,Diacylglycerol,5,100.0,3.416435826,15.75456053,14.97005988,8.371642874,100,TRUE,FALSE,TRUE
oleoyl-arachidonoyl-glycerol (18:1/20:4) [2],oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,100010937,Lipid,Diacylglycerol,5,25.3493014,3.693444137,22.05638474,25.3493014,8.468424873,7.039711191,TRUE,TRUE,TRUE
diacylglycerol (16:1/18:2 [2] 16:0/18:3 [1]),diacylglycerol (16:1/18:2 [2] 16:0/18:3 [1])*,100010940,Lipid,Diacylglycerol,5,100.0,15.23545706,17.91044776,13.77245509,12.17033632,100,TRUE,FALSE,TRUE
perfluorooctanesulfonate (pfos),perfluorooctanesulfonate (PFOS),100010955,Xenobiotics,Chemical,5,0.290345996,,,0.199600798,0.290345996,0.120336943,TRUE,TRUE,TRUE
n-palmitoyl-sphingadienine (d18:2/16:0),N-palmitoyl-sphingadienine (d18:2/16:0)*,100015609,Lipid,Ceramides,5,30.53892216,1.200369344,5.970149254,30.53892216,2.63730946,7.380665864,TRUE,TRUE,TRUE
lactosyl-n-nervonoyl-sphingosine (d18:1/24:1),lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,100015620,Lipid,Lactosylceramides (LCER),5,8.623548922,,8.623548922,,0.096781999,0.060168472,TRUE,TRUE,TRUE
lactosyl-n-behenoyl-sphingosine (d18:1/22:0),lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*,100015623,Lipid,Lactosylceramides (LCER),5,36.15257048,2.585410896,36.15257048,13.77245509,2.66150496,3.289209787,TRUE,TRUE,TRUE
glycosyl-n-behenoyl-sphingadienine (d18:2/22:0),glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*,100015625,Lipid,Hexosylceramides (HCER),5,2.976046455,0.55401662,2.155887231,,2.976046455,0.401123145,TRUE,TRUE,TRUE
n-stearoyl-sphingadienine (d18:2/18:0),N-stearoyl-sphingadienine (d18:2/18:0)*,100015632,Lipid,Ceramides,5,24.3767313,24.3767313,15.75456053,12.3752495,8.081296879,8.884877657,TRUE,TRUE,TRUE
n-oleoylserine,N-oleoylserine,100015641,Lipid,Endocannabinoid,5,19.48291782,19.48291782,2.487562189,12.9740519,3.726106944,0.300842359,TRUE,TRUE,TRUE
sphingadienine,sphingadienine,100015643,Lipid,Sphingolipid Synthesis,5,85.07462687,8.125577101,85.07462687,57.48502994,10.42826034,26.81508223,TRUE,FALSE,TRUE
ceramide (d16:1/24:1 d18:1/22:1),ceramide (d16:1/24:1 d18:1/22:1)*,100015727,Lipid,Ceramides,5,35.82089552,20.40627886,35.82089552,10.77844311,5.952092911,10.73004412,TRUE,TRUE,TRUE
"glycosyl ceramide (d16:1/24:1, d18:1/22:1)","glycosyl ceramide (d16:1/24:1, d18:1/22:1)*",100015730,Lipid,Hexosylceramides (HCER),2,100.0,NA,NA,NA,32.54294701,100,FALSE,FALSE,TRUE
n-palmitoyl-heptadecasphingosine (d17:1/16:0),N-palmitoyl-heptadecasphingosine (d17:1/16:0)*,100015731,Lipid,Ceramides,5,19.75992613,19.75992613,7.131011609,18.96207585,11.80740382,6.077015644,TRUE,TRUE,TRUE
ceramide (d18:1/14:0 d16:1/16:0),ceramide (d18:1/14:0 d16:1/16:0)*,100015735,Lipid,Ceramides,5,13.37325349,8.033240997,10.61359867,13.37325349,2.322767965,6.618531889,TRUE,TRUE,TRUE
"ceramide (d18:1/17:0, d17:1/18:0)","ceramide (d18:1/17:0, d17:1/18:0)*",100015737,Lipid,Ceramides,4,100.0,NA,31.1774461,57.28542914,21.14686668,100,FALSE,FALSE,TRUE
"ceramide (d18:2/24:1, d18:1/24:2)","ceramide (d18:2/24:1, d18:1/24:2)*",100015744,Lipid,Ceramides,4,8.457711443,NA,8.457711443,,1.403338979,1.083032491,FALSE,FALSE,TRUE
glycosyl ceramide (d18:2/24:1 d18:1/24:2),glycosyl ceramide (d18:2/24:1 d18:1/24:2)*,100015745,Lipid,Hexosylceramides (HCER),5,0.646352724,0.646352724,0.497512438,0.199600798,0.217759497,0.160449258,TRUE,TRUE,TRUE
"glycosyl ceramide (d18:1/23:1, d17:1/24:1)","glycosyl ceramide (d18:1/23:1, d17:1/24:1)*",100015751,Lipid,Hexosylceramides (HCER),2,100.0,NA,NA,NA,16.23518026,100,FALSE,FALSE,TRUE
ceramide (d18:1/20:0 d16:1/22:0 d20:1/18:0),ceramide (d18:1/20:0 d16:1/22:0 d20:1/18:0)*,100015755,Lipid,Ceramides,5,100.0,,10.94527363,4.790419162,30.31696105,100,TRUE,FALSE,TRUE
stearoylcholine,stearoylcholine*,100015759,Lipid,Fatty Acid Metabolism (Acyl Choline),5,19.19374248,10.61865189,1.160862355,17.96407186,16.30776676,19.19374248,TRUE,TRUE,TRUE
linoleoylcholine,linoleoylcholine*,100015760,Lipid,Fatty Acid Metabolism (Acyl Choline),5,4.339796861,4.339796861,,0.598802395,0.701669489,1.363818692,TRUE,TRUE,TRUE
docosatrienoate (22:3n6),docosatrienoate (22:3n6)*,100015762,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),3,25.40527462,21.5143121,NA,NA,25.40527462,24.44845568,FALSE,FALSE,TRUE
ondansetron,ondansetron,100015776,Xenobiotics,Drug - Gastrointestinal,3,100.0,99.72299169,NA,NA,99.951609,100,FALSE,FALSE,TRUE
promethazine,promethazine,100015777,Xenobiotics,Drug - Gastrointestinal,2,99.83955074,NA,NA,NA,99.7822405,99.83955074,FALSE,FALSE,TRUE
nisinate (24:6n3),nisinate (24:6n3),100015785,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),5,63.47305389,34.71837488,41.29353234,63.47305389,36.99491895,28.55996791,TRUE,FALSE,TRUE
sphingomyelin (d18:0/20:0 d16:0/22:0),sphingomyelin (d18:0/20:0 d16:0/22:0)*,100015786,Lipid,Dihydrosphingomyelins,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
sphingomyelin (d18:1/19:0 d19:1/18:0),sphingomyelin (d18:1/19:0 d19:1/18:0)*,100015787,Lipid,Sphingomyelins,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
sphingomyelin (d18:2/18:1),sphingomyelin (d18:2/18:1)*,100015788,Lipid,Sphingomyelins,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
sphingomyelin (d18:2/24:2),sphingomyelin (d18:2/24:2)*,100015789,Lipid,Sphingomyelins,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
sphingomyelin (d18:2/21:0 d16:2/23:0),sphingomyelin (d18:2/21:0 d16:2/23:0)*,100015790,Lipid,Sphingomyelins,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
sphingomyelin (d18:2/23:1),sphingomyelin (d18:2/23:1)*,100015791,Lipid,Sphingomyelins,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
sphingomyelin (d18:1/25:0 d19:0/24:1 d20:1/23:0 d19:1/24:0),sphingomyelin (d18:1/25:0 d19:0/24:1 d20:1/23:0 d19:1/24:0)*,100015792,Lipid,Sphingomyelins,5,0.331674959,,0.331674959,,0.072586499,0.320898516,TRUE,TRUE,TRUE
sphingomyelin (d17:2/16:0 d18:2/15:0),sphingomyelin (d17:2/16:0 d18:2/15:0)*,100015793,Lipid,Sphingomyelins,5,0.165837479,0.0923,0.165837479,,,0.040112314,TRUE,TRUE,TRUE
dexlansoprazole,dexlansoprazole,100015794,Xenobiotics,Drug - Gastrointestinal,2,100.0,NA,NA,NA,99.9274135,100,FALSE,FALSE,TRUE
heneicosapentaenoate (21:5n3),heneicosapentaenoate (21:5n3),100015797,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),5,20.63876119,20.59095106,3.648424544,14.57085828,20.63876119,11.7729643,TRUE,TRUE,TRUE
linolenoylcarnitine (c18:3),linolenoylcarnitine (C18:3)*,100015831,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Polyunsaturated),5,0.831024931,0.831024931,,,0.072586499,0.320898516,TRUE,TRUE,TRUE
behenoylcarnitine (c22),behenoylcarnitine (C22)*,100015832,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Long Chain Saturated),5,16.89750693,16.89750693,9.452736318,4.391217565,5.831115413,9.947853991,TRUE,TRUE,TRUE
arachidoylcarnitine (c20),arachidoylcarnitine (C20)*,100015833,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Long Chain Saturated),5,3.047091413,3.047091413,,,0.387127994,1.343762535,TRUE,TRUE,TRUE
lignoceroylcarnitine (c24),lignoceroylcarnitine (C24)*,100015834,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Long Chain Saturated),5,0.0923,0.0923,,,,0.040112314,TRUE,TRUE,TRUE
cerotoylcarnitine (c26),cerotoylcarnitine (C26)*,100015835,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Long Chain Saturated),5,0.060168472,,,,0.048390999,0.060168472,TRUE,TRUE,TRUE
ximenoylcarnitine (c26:1),ximenoylcarnitine (C26:1)*,100015836,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Monounsaturated),5,0.184672207,0.184672207,,,0.048390999,0.140393101,TRUE,TRUE,TRUE
arachidonoylcarnitine (c20:4),arachidonoylcarnitine (C20:4),100015837,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Polyunsaturated),5,2.487562189,1.477377655,2.487562189,1.397205589,0.943624486,0.862414761,TRUE,TRUE,TRUE
eicosenoylcarnitine (c20:1),eicosenoylcarnitine (C20:1)*,100015838,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Monounsaturated),5,0.738688827,0.738688827,,,0.072586499,0.080224629,TRUE,TRUE,TRUE
dihomo-linoleoylcarnitine (c20:2),dihomo-linoleoylcarnitine (C20:2)*,100015839,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Polyunsaturated),5,7.960199005,3.878116343,7.960199005,0.998003992,1.935639971,5.996791015,TRUE,TRUE,TRUE
dihomo-linolenoylcarnitine (c20:3n3 or 6),dihomo-linolenoylcarnitine (C20:3n3 or 6)*,100015840,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Polyunsaturated),5,2.677746999,2.677746999,0.995024876,2.395209581,0.65327849,0.862414761,TRUE,TRUE,TRUE
docosahexaenoylcarnitine (c22:6),docosahexaenoylcarnitine (C22:6)*,100015845,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Polyunsaturated),5,14.57085828,4.247460757,2.32172471,14.57085828,8.226469877,9.165663859,TRUE,TRUE,TRUE
nervonoylcarnitine (c24:1),nervonoylcarnitine (C24:1)*,100015846,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Monounsaturated),5,4.339796861,4.339796861,1.160862355,0.199600798,2.225985967,3.48977136,TRUE,TRUE,TRUE
levetiracetam,levetiracetam,100015873,Xenobiotics,Drug - Neurological,3,100.0,99.9076639,NA,NA,99.51609001,100,FALSE,FALSE,TRUE
clindamycin,clindamycin,100015876,Xenobiotics,Drug - Antibiotic,3,99.95988769,99.9076639,NA,NA,99.8306315,99.95988769,FALSE,FALSE,TRUE
metronidazole,metronidazole,100015878,Xenobiotics,Drug - Antibiotic,3,99.91977537,99.9076639,NA,NA,99.8306315,99.91977537,FALSE,FALSE,TRUE
glycosyl ceramide (d18:1/20:0 d16:1/22:0),glycosyl ceramide (d18:1/20:0 d16:1/22:0)*,100015882,Lipid,Hexosylceramides (HCER),5,0.184672207,0.184672207,0.165837479,,0.145172998,0.060168472,TRUE,TRUE,TRUE
n n n-trimethyl-5-aminovalerate,N N N-trimethyl-5-aminovalerate,100015962,Amino Acid,Lysine Metabolism,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
ethyl alpha-glucopyranoside,ethyl alpha-glucopyranoside,100015965,Xenobiotics,Food Component/Plant,3,8.383473726,1.385041551,NA,NA,6.6537624,8.383473726,FALSE,FALSE,TRUE
carotene diol (1),carotene diol (1),100015966,Cofactors and Vitamins,Vitamin A Metabolism,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
carotene diol (2),carotene diol (2),100015967,Cofactors and Vitamins,Vitamin A Metabolism,5,0.27700831,0.27700831,,,0.096781999,0.080224629,TRUE,TRUE,TRUE
carotene diol (3),carotene diol (3),100015968,Cofactors and Vitamins,Vitamin A Metabolism,5,30.01658375,23.26869806,30.01658375,9.181636727,5.177836922,4.151624549,TRUE,TRUE,TRUE
cortolone glucuronide (1),cortolone glucuronide (1),100015971,Lipid,Corticosteroids,5,4.432132964,4.432132964,1.326699834,0.998003992,0.871037987,0.681909346,TRUE,TRUE,TRUE
fluconazole,fluconazole,100015972,Xenobiotics,Drug - Antibiotic,3,99.93983153,96.86057248,NA,NA,99.806436,99.93983153,FALSE,FALSE,TRUE
3-hydroxyvalproate,3-hydroxyvalproate,100015977,Xenobiotics,Drug - Neurological,2,99.89971921,NA,NA,NA,99.7338495,99.89971921,FALSE,FALSE,TRUE
2-propyl-2-pentenoate (2-ene-valproate),2-propyl-2-pentenoate (2-ene-valproate),100015981,Xenobiotics,Drug - Neurological,2,99.89971921,NA,NA,NA,99.758045,99.89971921,FALSE,FALSE,TRUE
2-hydroxycarbamazepine,2-hydroxycarbamazepine,100015983,Xenobiotics,Drug - Neurological,3,99.67910148,99.63065559,NA,NA,99.58867651,99.67910148,FALSE,FALSE,TRUE
10 11-dihydro-10-hydroxycarbamazepine,10 11-dihydro-10-hydroxycarbamazepine,100015985,Xenobiotics,Drug - Neurological,3,100.0,99.9076639,NA,NA,99.7338495,100,FALSE,FALSE,TRUE
(n(1) + n(8))-acetylspermidine,(N(1) + N(8))-acetylspermidine,100016038,Amino Acid,Polyamine Metabolism,5,6.718812675,,,,,6.718812675,TRUE,TRUE,TRUE
thc carboxylic acid,THC carboxylic acid,100016048,Xenobiotics,Drug - Psychoactive,3,99.75932611,99.63065559,NA,NA,98.95959352,99.75932611,FALSE,FALSE,TRUE
thc carboxylic acid glucuronide,THC carboxylic acid glucuronide,100016049,Xenobiotics,Drug - Psychoactive,3,99.65904533,99.63065559,NA,NA,99.03218001,99.65904533,FALSE,FALSE,TRUE
5-dodecenoylcarnitine (c12:1),5-dodecenoylcarnitine (C12:1),100016069,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Monounsaturated),5,2.486963498,1.200369344,,,0.919428986,2.486963498,TRUE,TRUE,TRUE
2-furoylcarnitine,2-furoylcarnitine,100016070,Xenobiotics,Food Component/Plant,4,100.0,NA,20.56384743,37.5249501,28.04258408,100,FALSE,FALSE,TRUE
2-butenoylglycine,2-butenoylglycine,100016110,Lipid,Fatty Acid Metabolism (Acyl Glycine),4,53.49301397,NA,32.0066335,53.49301397,33.84950399,18.81267549,FALSE,FALSE,TRUE
hydroxy-cmpf,hydroxy-CMPF*,100019794,Lipid,Fatty Acid	 Dicarboxylate,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
